GID;"COD_CIRCUITO";"TURNO_HORARIO";X;Y
26129;"D_DU_RM_CL_10       ";"MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ";578571.5114690145;6147551.956121912
35177;"D_DU_RM_CL_13       ";"MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ";576658.425023823;6146054.2267179005
26141;"D_DU_RM_CL_10       ";"MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ";578322.9552920163;6146859.742998727
26148;"D_DU_RM_CL_10       ";"MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ";578155.080315074;6147165.273883285
26149;"D_DU_RM_CL_10       ";"MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ";578162.9974690996;6147051.692386227
26150;"D_DU_RM_CL_10       ";"MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ";578170.0774440654;6146931.7562118685
26159;"D_DU_RM_CL_10       ";"MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ";577914.371723457;6147400.168826628
26161;"D_DU_RM_CL_10       ";"MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ";577943.7062509997;6147161.188155783
26163;"D_DU_RM_CL_10       ";"MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ";577879.5630910689;6147056.52257554
26167;"D_DU_RM_CL_10       ";"MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ";577729.8989529377;6147308.36126951
26168;"D_DU_RM_CL_10       ";"MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ";577751.7537639887;6147135.531140192
26175;"D_DU_RM_CL_10       ";"MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ";577183.0232517312;6147013.897881099
26192;"D_DU_RM_CL_10       ";"MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ";577490.2239915641;6147340.438855103
31561;"F_DU_RM_CL_05       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";579380.8036439335;6143653.179240668
10729;"A_DU_RM_CL_07       ";"MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ";570296.000019116;6143344.99988157
35182;"A_DU_RM_CL_07       ";"MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ";570497.5834740354;6143224.097916399
35181;"D_DU_RM_CL_13       ";"MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ";577116.5608850779;6146176.506825014
35183;"D_DU_RM_CL_13       ";"MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ";577013.8690675043;6145978.140560165
35184;"D_DU_RM_CL_13       ";"MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ";576978.9904765134;6145975.422747879
24194;"A_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";566541.2790185203;6143322.839222631
24197;"A_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";566382.0246073083;6143236.971402724
25661;"CH_DU_RM_CL_02      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";576897.4018817092;6136336.191418893
24206;"A_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";565013.5382550219;6143302.6369142225
24233;"A_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";566441.4550650172;6143948.373341824
25702;"G_DU_RM_CL_04       ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";573354.7957408966;6144477.208761871
47983;"G_DU_RM_CL_09       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";567707.6012212111;6150416.978461089
47983;"G_DU_RM_CL_09       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";567707.6012212111;6150416.978461089
35896;"F_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Vespertino (14 a 22 hrs.)                                                                                                                                                                                                                                 ";583482.766244802;6147999.355538215
35896;"F_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Vespertino (14 a 22 hrs.)                                                                                                                                                                                                                                 ";583482.766244802;6147999.355538215
35897;"F_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Vespertino (14 a 22 hrs.)                                                                                                                                                                                                                                 ";583491.687314139;6148114.139963683
35897;"F_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Vespertino (14 a 22 hrs.)                                                                                                                                                                                                                                 ";583491.687314139;6148114.139963683
35908;"F_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Vespertino (14 a 22 hrs.)                                                                                                                                                                                                                                 ";584457.26000255;6148504.792526617
35908;"F_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Vespertino (14 a 22 hrs.)                                                                                                                                                                                                                                 ";584457.26000255;6148504.792526617
35914;"F_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Vespertino (14 a 22 hrs.)                                                                                                                                                                                                                                 ";584085.6121588912;6148513.857108169
35914;"F_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Vespertino (14 a 22 hrs.)                                                                                                                                                                                                                                 ";584085.6121588912;6148513.857108169
35916;"F_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Vespertino (14 a 22 hrs.)                                                                                                                                                                                                                                 ";584238.0619395495;6148605.326976564
35916;"F_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Vespertino (14 a 22 hrs.)                                                                                                                                                                                                                                 ";584238.0619395495;6148605.326976564
35935;"F_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Vespertino (14 a 22 hrs.)                                                                                                                                                                                                                                 ";583817.372176121;6148535.864695846
35935;"F_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Vespertino (14 a 22 hrs.)                                                                                                                                                                                                                                 ";583817.372176121;6148535.864695846
35936;"F_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Vespertino (14 a 22 hrs.)                                                                                                                                                                                                                                 ";583898.3317977933;6148504.4475292275
35936;"F_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Vespertino (14 a 22 hrs.)                                                                                                                                                                                                                                 ";583898.3317977933;6148504.4475292275
35939;"F_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Vespertino (14 a 22 hrs.)                                                                                                                                                                                                                                 ";583752.3628082708;6148302.169310302
35939;"F_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Vespertino (14 a 22 hrs.)                                                                                                                                                                                                                                 ";583752.3628082708;6148302.169310302
47967;"G_DU_RM_CL_09       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";568266.1944697764;6150118.754319819
47967;"G_DU_RM_CL_09       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";568266.1944697764;6150118.754319819
47981;"G_DU_RM_CL_09       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";567660.2727265437;6150320.421146574
47981;"G_DU_RM_CL_09       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";567660.2727265437;6150320.421146574
48001;"G_DU_RM_CL_08       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";568315.2740806491;6148944.269013262
48031;"A_DU_RM_CL_19       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Vespertino (14 a 22 hrs.)                                                                                                                                                                                                                                 ";564901.1943494934;6146304.118075625
35962;"A_DU_RM_CL_14       ";"MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ";568068.5485024253;6141272.743825491
35962;"A_DU_RM_CL_14       ";"MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ";568068.5485024253;6141272.743825491
35963;"A_DU_RM_CL_15       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Vespertino (14 a 22 hrs.)                                                                                                                                                                                                                                 ";559491.395386262;6149804.0998723805
35969;"A_DU_RM_CL_15       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Vespertino (14 a 22 hrs.)                                                                                                                                                                                                                                 ";559594.0492429784;6150003.605866283
35974;"A_DU_RM_CL_11       ";"MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ";567800.1193735562;6145390.025041779
35975;"A_DU_RM_CL_11       ";"MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ";567604.8409771237;6145605.258894785
35976;"A_DU_RM_CL_11       ";"MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ";567645.2270201816;6145354.390297903
35977;"A_DU_RM_CL_11       ";"MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ";567432.7060568566;6144800.97805523
35814;"C_DU_RM_CL_05       ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";574595.8980398945;6142179.970499734
30004;"A_DU_RM_CL_08       ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                    ";570986.2316800669;6143331.816239627
35102;"E_DU_RM_CL_09       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ";583920.6749289478;6138996.339361887
35121;"A_DU_RM_CL_10       ";"MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ";569614.8682188484;6143481.330756315
35201;"A_DU_RM_CL_10       ";"MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ";569348.3561524416;6143515.52440635
35255;"D_DU_RM_CL_07       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ";577442.8189604471;6140175.69963725
35501;"D_DU_RM_CL_11       ";"MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ";576988.9130354562;6144998.52577875
35284;"D_DU_RM_CL_13       ";"MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ";576469.8314003892;6146731.481057903
35286;"D_DU_RM_CL_13       ";"MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ";576669.9465392866;6146304.064150588
35306;"D_DU_RM_CL_12       ";"MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ";575359.0383751387;6145372.106547624
35503;"D_DU_RM_CL_11       ";"MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ";576318.4307158021;6144917.479781161
44258;"A_DU_RM_CL_09       ";"MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ";570529.0720495537;6144168.113258589
44261;"G_DU_RM_CL_09       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";568805.5428678419;6149564.740343727
44261;"G_DU_RM_CL_09       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";568805.5428678419;6149564.740343727
47294;"CH_DU_RM_CL_04      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577750.9609876378;6136307.902421311
47297;"E_DU_RM_CL_10       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Vespertino (14 a 22 hrs.)                                                                                                                                                                                                                                 ";583338.9325840123;6140547.390116068
44298;"F_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Vespertino (14 a 22 hrs.)                                                                                                                                                                                                                                 ";583436.166095845;6148688.294440048
44298;"F_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Vespertino (14 a 22 hrs.)                                                                                                                                                                                                                                 ";583436.166095845;6148688.294440048
44303;"F_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Vespertino (14 a 22 hrs.)                                                                                                                                                                                                                                 ";583659.7674475292;6148908.219936945
44303;"F_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Vespertino (14 a 22 hrs.)                                                                                                                                                                                                                                 ";583659.7674475292;6148908.219936945
44304;"F_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Vespertino (14 a 22 hrs.)                                                                                                                                                                                                                                 ";583811.2909356618;6149005.095609685
44304;"F_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Vespertino (14 a 22 hrs.)                                                                                                                                                                                                                                 ";583811.2909356618;6149005.095609685
44306;"F_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Vespertino (14 a 22 hrs.)                                                                                                                                                                                                                                 ";584014.7604532448;6149138.143979702
44306;"F_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Vespertino (14 a 22 hrs.)                                                                                                                                                                                                                                 ";584014.7604532448;6149138.143979702
44308;"F_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Vespertino (14 a 22 hrs.)                                                                                                                                                                                                                                 ";583810.8669963864;6149132.664426465
44308;"F_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Vespertino (14 a 22 hrs.)                                                                                                                                                                                                                                 ";583810.8669963864;6149132.664426465
44314;"F_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Vespertino (14 a 22 hrs.)                                                                                                                                                                                                                                 ";583794.8079433332;6149401.721813779
44314;"F_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Vespertino (14 a 22 hrs.)                                                                                                                                                                                                                                 ";583794.8079433332;6149401.721813779
44319;"F_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Vespertino (14 a 22 hrs.)                                                                                                                                                                                                                                 ";583680.0239271051;6149324.445304205
44319;"F_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Vespertino (14 a 22 hrs.)                                                                                                                                                                                                                                 ";583680.0239271051;6149324.445304205
35967;"A_DU_RM_CL_14       ";"MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ";567664.8276782528;6140944.490552182
35967;"A_DU_RM_CL_14       ";"MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ";567664.8276782528;6140944.490552182
35973;"A_DU_RM_CL_11       ";"MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ";567963.0889355425;6145246.535806442
35983;"A_DU_RM_CL_14       ";"MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ";567689.7295944163;6140770.717062171
35983;"A_DU_RM_CL_14       ";"MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ";567689.7295944163;6140770.717062171
36007;"A_DU_RM_CL_13       ";"MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ";567062.1917528631;6141694.745596866
36007;"A_DU_RM_CL_13       ";"MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ";567062.1917528631;6141694.745596866
36009;"A_DU_RM_CL_09       ";"MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ";569144.3359637336;6144634.280207558
8475;"A_DU_RM_CL_03       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";567176.00001621;6140259.0000387
36024;"A_DU_RM_CL_14       ";"MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ";567137.102104253;6141416.202679208
36024;"A_DU_RM_CL_14       ";"MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ";567137.102104253;6141416.202679208
25225;"A_DU_RM_CL_15       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Vespertino (14 a 22 hrs.)                                                                                                                                                                                                                                 ";559327.7157407334;6148415.665541223
25226;"A_DU_RM_CL_15       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Vespertino (14 a 22 hrs.)                                                                                                                                                                                                                                 ";559339.9252468809;6148406.072357821
25883;"D_DU_RM_CL_09       ";"MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ";577987.2315088277;6145123.32081975
25887;"D_DU_RM_CL_09       ";"MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ";577699.6957951258;6145084.654391778
25891;"D_DU_RM_CL_09       ";"MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ";577497.2471803764;6145147.73620652
25895;"D_DU_RM_CL_09       ";"MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ";577472.7270065404;6145332.161445628
30642;"A_DU_RM_CL_10       ";"MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ";568717.7573187983;6144211.642104046
30643;"A_DU_RM_CL_09       ";"MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ";570470.4083669023;6143989.430707027
30644;"CH_DU_RM_CL_02      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577074.3525591987;6136212.641023707
25946;"D_DU_RM_CL_09       ";"MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ";578238.5971150249;6146043.159537144
25951;"D_DU_RM_CL_09       ";"MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ";577768.5525072917;6145889.473848477
25954;"D_DU_RM_CL_09       ";"MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ";577661.7401329848;6145815.088269906
25955;"D_DU_RM_CL_09       ";"MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ";577639.3413594828;6145965.533365262
30662;"C_DU_RM_CL_13       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ";576418.0675205054;6139933.20658658
36092;"A_DU_RM_CL_16       ";"MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ";566716.3376187311;6144916.717369598
36095;"A_DU_RM_CL_16       ";"MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ";566577.365205637;6145044.197833148
25994;"D_DU_RM_CL_09       ";"MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ";577993.0996660736;6146417.20119277
26022;"F_DU_RM_CL_01       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";580202.3086853932;6141540.430573243
23141;"A_DU_RM_CL_11       ";"MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ";568744.9830437677;6145020.422735035
23142;"A_DU_RM_CL_11       ";"MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ";568801.4077931547;6144981.707943485
23187;"CH_DU_RM_CL_06      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";576920.5787809343;6137386.45693547
23244;"A_DU_RM_CL_16       ";"MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ";567636.426426582;6144167.486223258
9257;"C_DU_RM_CL_07       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ";574069.6266552878;6140574.926699625
9614;"C_DU_RM_CL_07       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ";574062.3916871656;6140682.685642622
