GID;"COD_CIRCUITO";"MUNICIPIO";"VERTICES"
782;"D_DU_RM_CL_15       ";"D ";"POLYGON ((579497.8473133049 6151391.804474886, 579469.2694905382 6151377.515563502, 579497.8473133049 6151234.626449671, 579274.9402957249 6151186.044150968, 579003.8125968312 6150873.352460437, 578847.9699836163 6150684.25075294, 578803.4062200751 6150668.785558897, 578627.7021300739 6150464.841029356, 578498.331662931 6150305.438132341, 578345.8593266556 6150136.794487673, 578306.58614913 6150088.280562495, 578274.2435323443 6150030.525889663, 578307.6383963572 6150033.467403347, 578412.1607818815 6150045.300126236, 579013.6996624253 6150126.939624461, 579005.4759284873 6149959.078702315, 579311.2053313602 6150032.608558702, 579566.1410834393 6150092.109692489, 579635.0208625848 6150180.104789592, 579872.2167915481 6150574.478743768, 579595.0119107115 6150514.4653159585, 579494.9895310282 6150805.959108176, 579257.793602065 6150763.092374026, 579180.633480595 6151008.861649816, 579572.1496524982 6151088.879553562, 579497.8473133049 6151391.804474886))"
841;"C_DU_RM_CL_16       ";"C ";"POLYGON ((573472.5399547823 6143098.77046506, 573368.493675953 6143057.67324544, 573386.9346852837 6142895.881994032, 573460.1046927075 6142495.822602793, 573497.662003203 6142466.85397219, 573671.578444235 6142417.71570885, 573746.3859758681 6142527.089992314, 573732.829265833 6142618.406121723, 573751.8344625665 6142724.835223431, 573763.6913349828 6142758.411744253, 573723.3266674663 6142806.557569385, 573596.9421091886 6142999.46031623, 573531.3741804581 6143086.884221204, 573501.9161255213 6143117.2925359765, 573472.5399547823 6143098.77046506))"
945;"G_DU_RM_CL_16       ";"G ";"POLYGON ((572472.6527009506 6147754.8588827085, 572331.3567035296 6147849.809792975, 572285.0116163755 6147646.343556689, 572198.180538886 6147354.81530313, 571976.5279562749 6146959.941229518, 573120.4105811821 6146139.94022944, 573248.4667167966 6146047.582209882, 573451.8580608306 6146100.776869091, 573695.9276736715 6146366.750165136, 573925.969195631 6146235.264454665, 573971.2882625175 6146435.590312347, 573774.8778815996 6146528.894744197, 573708.1449024004 6146458.326810376, 573484.3320424855 6146625.6212713225, 573541.9808094333 6146716.050709671, 573416.5099637234 6146822.305299732, 573584.9347926492 6147020.119696121, 573118.09281717 6147312.885002776, 573183.6541599733 6147398.792969208, 573031.0544827586 6147508.438663207, 572958.710932079 6147410.096649002, 572775.9729791175 6147549.549058133, 572472.6527009506 6147754.8588827085))"
60;"E_DU_RM_CL_10       ";"E ";"POLYGON ((581831.193043835 6140598.42485915, 581857.738515859 6140558.13941911, 581890.54053189 6140508.35887507, 581939.250163935 6140434.436795, 581987.62680398 6140361.01993093, 582009.719476001 6140327.4920909, 582190.135668169 6140053.69135464, 582246.483380221 6139968.17759456, 582325.082644295 6139848.89490645, 582408.546836372 6139722.22885834, 582440.046484402 6139674.42485829, 582472.212372432 6139625.60975425, 582476.958452436 6139617.35167424, 582532.144724487 6139521.32636215, 582587.518516539 6139424.97493806, 582609.418740559 6139386.86812202, 582633.432244582 6139345.08415398, 582641.038452589 6139331.84927397, 582644.420948592 6139325.96354597, 582783.051604721 6139373.86396201, 582897.755764828 6139413.49724205, 582943.895412871 6139429.43964206, 583170.349141082 6139508.52620214, 583216.642229125 6139509.38786614, 583316.910837218 6139511.25426614, 583325.135701226 6139509.65173814, 583343.016725243 6139506.16796213, 583388.777173285 6139497.25237813, 583394.40757329 6139496.15535412, 583592.007829475 6139491.63855412, 583597.153717479 6139491.52095412, 583661.666037539 6139510.67477814, 583729.342005602 6139530.76780216, 583770.950133641 6139543.12124217, 583775.531221645 6139544.48137017, 584233.759190072 6139729.75452234, 584232.02271007 6139731.78028234, 584214.493942054 6139752.22751436, 584194.873270036 6139775.11477838, 584185.884662028 6139785.59999439, 584141.109429986 6139837.82997844, 584125.732949972 6139855.76645846, 584022.063701875 6139909.44514651, 584015.247573869 6139903.4813705, 583878.589525741 6139783.91177039, 583875.345429738 6139788.2681224, 583812.76469368 6139872.30700248, 583624.970325505 6140124.49356271, 583626.602645507 6140126.69052271, 583721.234645595 6140254.06261883, 583811.945045679 6140189.27817077, 583812.39234168 6140190.02175477, 583880.348501743 6140302.98492288, 583879.209909742 6140305.31202688, 583817.617813685 6140431.190939, 583805.521045673 6140455.91359502, 583765.600213636 6140537.5020111, 583758.165013629 6140552.69762711, 583723.170901597 6140624.21708318, 583690.477493566 6140691.03426724, 583581.2181582255 6140913.874019077, 583372.3037502819 6140864.432887039, 582837.9850585681 6140750.5418183105, 582487.599256858 6140741.648777658, 582297.9988470504 6140761.08942624, 582017.022004008 6140819.78617136, 581987.01425998 6140825.61212336, 581835.213011838 6140882.99276342, 581563.333235585 6141004.93077953, 581831.193043835 6140598.42485915))"
61;"G_DU_RM_CL_01       ";"G ";"POLYGON ((571083.471625825 6143799.72015813, 571196.62784993 6143722.90543806, 571267.442249996 6143674.83427002, 571361.240266084 6143611.16073396, 571537.634771095 6143493.65703899, 571581.873104428 6143464.23537232, 571629.074771094 6143432.48537232, 571776.183104428 6143333.21370566, 571890.483104428 6143259.13037232, 571977.689771094 6143200.49870566, 572105.352464902 6143115.45101621, 572353.609771094 6142952.42537232, 572584.538104428 6142788.59537232, 572590.888104428 6142783.51537232, 572739.478104428 6142678.10537232, 572785.60471541 6142644.25212506, 572798.008171422 6142635.83225305, 572883.598507502 6142577.73052499, 572897.089803514 6142568.57212499, 572905.270219522 6142656.20674907, 572905.350667522 6142657.06969307, 572957.27617157 6142724.32783713, 573021.94330763 6142757.07695716, 573048.145771655 6142770.34652517, 573087.497419691 6142789.98793319, 573102.727723706 6142797.5897252, 573134.789835735 6142887.65721328, 573152.292939752 6142936.82594933, 573209.145323805 6143049.42703743, 573208.495051804 6143049.89993344, 573128.111627729 6143108.35289349, 573119.183755721 6143114.8449895, 573115.7089958002 6143125.874865203, 573106.4645972096 6143143.043034012, 572996.5222853997 6143275.436028095, 572996.5222853997 6143275.105871002, 572846.991371467 6143381.15042974, 572766.556107393 6143438.8494058, 572657.565003291 6143517.03238187, 572649.550827284 6143522.78114988, 572571.830443211 6143578.53257393, 572498.218507143 6143631.33686198, 572389.033739041 6143709.65881405, 572363.389899017 6143728.05398207, 572214.739530879 6143834.68585417, 572121.134026791 6143901.83215823, 571969.55194665 6144010.56713433, 571843.505066533 6144100.98473441, 571640.485002344 6144246.61785455, 571622.103754327 6144259.80339056, 571559.778826269 6144304.5111666, 571381.657162103 6144432.28377472, 571158.7821161301 6144592.736846878, 571159.7323759669 6144590.361197286, 571151.909129889 6144429.75043072, 571151.707529888 6144427.90236672, 571151.239113888 6144423.60585471, 571149.7546476815 6144319.537143836, 571148.8043878449 6144245.416876575, 571144.3968306151 6144084.709616657, 571111.5338757391 6143929.553370685, 571083.224073825 6143799.88796613, 571083.471625825 6143799.72015813))"
62;"G_DU_RM_CL_02       ";"G ";"POLYGON ((571560.068426269 6144300.5424306, 571558.809194268 6144301.4396146, 571560.068554269 6144300.5394226, 571620.574954325 6144257.29599856, 571841.982314531 6144099.05721441, 571968.200202649 6144008.84975833, 572120.172234791 6143900.23606223, 572213.687562878 6143833.40095816, 572362.579979016 6143726.98825407, 572387.532683039 6143709.15465405, 572497.174731142 6143630.79398198, 572570.95194721 6143578.06566193, 572617.343051253 6143544.9102059, 572766.281611392 6143438.4645738, 572855.239627475 6143374.88658974, 572986.807115598 6143280.85599765, 572997.1825995848 6143274.77571391, 573080.0520298078 6143174.077800705, 573106.7947543021 6143143.703348197, 573121.079915723 6143112.41737349, 573208.489451804 6143049.89615743, 573209.145323805 6143049.42703743, 573307.477835896 6143054.81346944, 573313.690955902 6143055.10470144, 573368.493675953 6143057.67324544, 573368.722251953 6143057.68393344, 573472.5399547823 6143098.77046506, 573549.0358716351 6143145.808326975, 573649.088748214 6143282.10860565, 573654.319500219 6143292.38204566, 573656.147852221 6143303.12268567, 573676.16782024 6143420.72367778, 573679.607564243 6143428.41145379, 573719.52993228 6143517.63804587, 573722.595404283 6143524.48918188, 573748.350220307 6143559.93506991, 573763.973676321 6143581.43753393, 573841.592652394 6143688.26358203, 573848.2726524 6143697.45737404, 573852.802060404 6143703.69116604, 573859.729900411 6143713.22579005, 573861.494732412 6143715.65491006, 573882.469836432 6143744.52246208, 573899.729548448 6143768.2767981, 573953.8862314675 6143844.473078169, 573891.919628441 6143923.16745425, 573723.255594831 6144046.984181629, 573597.896460167 6144139.05158245, 573449.393612028 6144248.08867055, 573394.440971977 6144288.43718259, 573375.043563959 6144302.6796466, 573047.100811654 6144543.46899083, 573046.684971653 6144543.77439883, 573040.132235647 6144410.2816307, 573033.998091642 6144285.31593459, 573024.836459633 6144098.67478241, 573020.879947629 6144092.93577441, 572935.51783555 6143969.11683029, 572877.030539495 6143884.28035021, 572830.933003452 6143817.41545415, 572825.568843447 6143821.34998215, 572574.339531214 6144005.61881433, 572486.444043132 6144070.08726238, 572424.495051074 6144115.52499043, 572342.013322997 6144176.02262248, 572336.491850992 6144180.07254249, 572126.502218796 6144334.09331063, 572115.413322786 6144342.22665464, 572018.041834695 6144413.6456627, 571872.31809056 6144520.5294068, 571862.765834551 6144507.74351879, 571837.757738527 6144474.26947076, 571829.82189852 6144463.64726275, 571800.140490492 6144444.37225473, 571772.542602467 6144426.45014272, 571701.500938401 6144380.31587067, 571693.980234394 6144363.83644666, 571640.485002344 6144246.61785455, 571639.324714343 6144244.07558255, 571620.633610325 6144257.39225456, 571560.068426269 6144300.5424306))"
63;"E_DU_RM_CL_09       ";"E ";"POLYGON ((581867.145777283 6139130.00506171, 581864.763666612 6139018.64138786, 581902.354707901 6139000.24232966, 582070.240596057 6138916.58040959, 582078.752244065 6138912.33880958, 582169.66187615 6138867.03605754, 582282.336724255 6138810.88712949, 582449.1863363486 6138722.961405049, 582578.4216741364 6138655.017826728, 582591.535700543 6138656.80511334, 582654.659828602 6138661.07436135, 582723.163956665 6138665.70754535, 582867.101204799 6138675.44245736, 582890.775668821 6138677.04367336, 582909.062356838 6138678.28047336, 582983.0960115229 6138691.749625024, 583027.7070532185 6138710.783669481, 583093.7313949278 6138725.356609768, 583096.238197013 6138709.69685739, 583189.251221099 6138707.67157739, 583213.288885122 6138707.10540139, 583304.270933207 6138704.96229739, 583422.173237316 6138702.18504939, 583538.328757424 6138699.44892138, 583655.922677534 6138696.67909738, 583727.1368536 6138695.00162538, 583772.945877643 6138693.92268138, 583904.282773765 6138690.82908138, 584060.493621911 6138687.14956137, 584181.638230024 6138684.29599337, 584335.056118167 6138680.68229737, 584377.688438206 6138679.67804136, 584437.361686262 6138678.27250536, 584634.770326446 6138673.62242536, 584677.431228205 6138680.90310709, 584686.721701513 6138684.38703459, 584514.792662334 6138770.06028145, 584427.315478252 6138814.18632949, 584344.149558175 6138856.13775353, 584343.932374175 6138856.24732153, 584341.282902172 6138857.58383353, 584193.331990035 6138951.46165762, 584187.027734029 6138956.28767362, 584040.810869892 6139068.21807373, 584040.393941892 6139068.53720973, 584040.344085892 6139068.57532173, 584011.238549865 6139090.85586575, 583925.291605785 6139163.76943382, 583917.346677777 6139170.50968982, 583896.158549758 6139206.64853786, 583893.253621755 6139211.60325786, 583866.994453731 6139256.3914499, 583855.78773372 6139275.50607392, 583820.609461687 6139335.50700198, 583811.408885679 6139378.15874602, 583807.622709675 6139395.71090603, 583804.706133673 6139409.23177004, 583782.706741652 6139511.21721014, 583777.578741647 6139534.98969016, 583775.531221645 6139544.48137017, 583770.950133641 6139543.12124217, 583729.342005602 6139530.76780216, 583661.666037539 6139510.67477814, 583597.153717479 6139491.52095412, 583592.007829475 6139491.63855412, 583394.40757329 6139496.15535412, 583388.777173285 6139497.25237813, 583343.016725243 6139506.16796213, 583325.135701226 6139509.65173814, 583316.910837218 6139511.25426614, 583216.642229125 6139509.38786614, 583170.349141082 6139508.52620214, 582943.895412871 6139429.43964206, 582897.755764828 6139413.49724205, 582783.051604721 6139373.86396201, 582644.420948592 6139325.96354597, 582634.607188583 6139323.54076196, 582485.248052444 6139286.66687393, 582334.021524303 6139249.3319619, 582241.8477679875 6139228.066173491, 582189.7768096278 6139223.726926961, 582193.2482068518 6139222.859077655, 582096.9169338864 6139220.255529737, 581991.907167861 6139227.198324185, 581868.6725664097 6139223.726926961, 581867.145777283 6139130.00506171))"
1086;"G_DU_RM_CL_15       ";"G ";"POLYGON ((573401.6320323626 6144283.236834523, 573706.5276863276 6144059.248848474, 573723.255594831 6144046.984181629, 573891.919628441 6143923.16745425, 573953.8862314675 6143844.473078169, 574153.9559699587 6143607.625814221, 574225.6495923452 6143665.095902116, 574001.3205653635 6143912.792536074, 574023.1303318756 6144010.936485379, 574118.3212562467 6144068.4543248145, 574359.6238723482 6144389.4917184105, 574470.2305453739 6144316.273216548, 574711.9540941636 6144533.821092094, 574735.7595852142 6144562.387681355, 574820.5071333542 6144564.292120638, 574868.1181154553 6144589.049831331, 574858.2643630393 6144716.8698303625, 574695.7663602493 6145114.675073726, 574269.0486747646 6145305.289633223, 574103.107452539 6145119.593503589, 573736.6539201243 6144692.887503579, 573401.6320323626 6144283.236834523))"
1286;"G_DU_RM_CL_09       ";"G ";"POLYGON ((569867.0238064263 6148441.732412629, 569820.4161011075 6148259.866648074, 569827.0679199642 6148249.41378987, 569815.5013106714 6148138.726508227, 569782.557558739 6148068.62526865, 569823.2668806175 6148017.550389722, 569872.1767644971 6147992.140633375, 569951.4900541137 6148003.503898554, 570021.0330632402 6147987.423683517, 570104.716807288 6148384.272380188, 569867.0238064263 6148441.732412629))"
1146;"G_DU_RM_CL_09       ";"G ";"POLYGON ((569728.7804148773 6148478.214105128, 569686.7145092925 6148699.989474725, 569640.0207313922 6148946.163417915, 569666.947533507 6149087.532788927, 569791.8358513566 6149743.21343254, 569720.9790599718 6149780.546580689, 569652.4079715348 6149786.641788551, 569584.5987840804 6149772.927570864, 569499.9067126337 6149716.787997243, 569442.3666853636 6149687.366090519, 569357.5522912557 6149690.642264739, 569292.0288067491 6149719.594502079, 568969.1372866989 6150095.977820288, 568523.2707152722 6150620.161463548, 568136.2250160945 6150435.01952477, 568085.9395512406 6150340.5438029235, 567514.5138142657 6150621.685265514, 567830.7027220584 6149751.594343349, 567863.4644643116 6149516.9288407, 567895.4643055823 6149469.690979778, 568281.7481037774 6149824.736837683, 569128.3224853978 6148920.259486923, 569122.7537191774 6148817.237311847, 569232.5379943534 6148804.6168621415, 569495.861055941 6148522.092702168, 569710.2585554244 6148446.914358193, 569728.7804148773 6148478.214105128))"
