GID;"COD_CIRCUITO";"MUNICIPIO";"VERTICES"
43;"A_DU_RM_CL_07       ";"A ";"POLYGON ((569689.133000526 6142999.88674939, 569768.862184601 6142946.61922934, 570497.042249279 6142436.54364486, 570618.664713392 6142372.5389728, 570655.680905427 6142351.47775678, 570743.171593508 6142436.17305286, 570833.015433592 6142523.14633294, 570916.66400967 6142604.15695702, 570918.668873671 6142606.06310102, 570918.913929672 6142605.88732502, 571009.670665756 6142540.83042896, 571013.6691486007 6142525.300347136, 571098.9125480178 6142461.67966367, 571111.234313851 6142468.02678089, 571122.219433861 6142476.8138529, 571138.422313876 6142465.40047689, 571170.444745906 6142442.84342087, 571181.276425916 6142435.21356486, 571224.888745957 6142404.49257283, 571323.534026049 6142335.00572477, 571328.143434053 6142332.47375677, 571454.1330275271 6142266.766325583, 571539.4290386321 6142360.381612522, 571384.756042106 6142518.11116494, 571339.211914063 6142564.91666898, 571326.820938052 6142577.65078099, 571260.45895399 6142645.85078106, 571243.750217974 6142663.02236507, 571125.480969864 6142829.41417323, 571081.559433823 6142891.20706929, 571045.302985789 6142942.21577333, 570938.73754569 6143092.14153347, 570931.370687067 6143102.65621875, 570921.519427764 6143128.32134167, 570951.6423008995 6143251.927600798, 570168.646472973 6143763.3854381, 570053.5645787095 6143631.54622, 570048.2232151364 6143624.89909829, 570064.091656876 6143612.55145396, 569963.444259206 6143461.28815344, 569812.919587065 6143338.34082533, 569646.904328487 6143028.28940541, 569689.133000526 6142999.88674939))"
44;"A_DU_RM_CL_06       ";"A ";"POLYGON ((570548.9744412969 6142095.649022387, 570622.6665234087 6142021.956940276, 570697.303375804 6141945.430547314, 570770.9954579158 6141871.266080061, 570839.9636886101 6141799.463538516, 570919.7967775647 6141717.268523854, 570989.7097785425 6141647.355522877, 571061.5123200874 6141573.191055624, 571147.0140307428 6141488.161730111, 571215.5098762953 6141416.359188566, 571280.7127362012 6141357.749444423, 571410.9343124834 6141485.748809507, 571525.959242237 6141373.44783587, 571576.124362284 6141454.13935595, 571586.905738294 6141471.48143596, 571618.174026323 6141540.89990003, 571621.911370326 6141545.33561203, 571652.805066355 6141582.00108407, 571658.950218361 6141589.29426807, 571660.809546363 6141591.50095608, 571668.57197837 6141600.71375609, 571674.364714375 6141607.58876409, 571756.814250452 6141681.97737216, 571714.2163431273 6141713.685823537, 571875.3286943177 6141845.505019966, 572006.1714522542 6141960.724762029, 571980.713610661 6141980.60230044, 571917.000906601 6142030.32889249, 571915.8812586 6142031.20268449, 571840.56733853 6142089.98364454, 571837.628490527 6142092.27734054, 571834.922378525 6142094.38946855, 571797.31082649 6142123.99167657, 571795.880522489 6142125.11734057, 571754.93668245 6142162.68178861, 571710.422314409 6142203.52178865, 571678.313738379 6142232.97993267, 571593.5994983 6142310.70175675, 571539.4290386321 6142360.381612522, 571454.1330275271 6142266.766325583, 571328.143434053 6142332.47375677, 571323.534026049 6142335.00572477, 571224.888745957 6142404.49257283, 571181.276425916 6142435.21356486, 571170.444745906 6142442.84342087, 571138.422313876 6142465.40047689, 571122.219433861 6142476.8138529, 571111.234313851 6142468.02678089, 571098.7739408643 6142461.5410565175, 571013.8077557542 6142525.161739983, 571009.670665756 6142540.83042896, 570918.913929672 6142605.88732502, 570918.668873671 6142606.06310102, 570916.68602567 6142604.14358102, 570833.015433592 6142523.14633294, 570743.171593508 6142436.17305286, 570655.680905427 6142351.47775678, 570536.622601316 6142236.22348468, 570469.6137374841 6142172.64780049, 570548.9744412969 6142095.649022387))"
581;"A_DU_RM_CL_14       ";"A ";"POLYGON ((568322.8614384042 6140638.889006401, 568234.0946470876 6141308.720433997, 568271.4834705044 6141541.43554173, 567964.1265255477 6141506.377852825, 567865.870990623 6141524.502660239, 567721.8264685491 6141584.600705872, 566873.0695692184 6141476.518046336, 566895.1824673482 6141327.388341023, 565750.1113511424 6141169.439203092, 565756.883837915 6141091.071856153, 566209.5160868969 6141159.7025685385, 566269.6192977251 6140736.66843079, 566753.2141318327 6140813.317959469, 566777.1237957573 6140671.852447914, 566764.3722512465 6140670.641155476, 566771.9969138124 6140621.013965797, 567022.2230024096 6140658.83761795, 567061.132064503 6140439.62850263, 568322.8614384042 6140638.889006401))"
45;"A_DU_RM_CL_08       ";"A ";"POLYGON ((570931.370687067 6143102.65621875, 570938.73754569 6143092.14153347, 571045.302985789 6142942.21577333, 571081.559433823 6142891.20706929, 571125.480969864 6142829.41417323, 571243.750217974 6142663.02236507, 571260.45895399 6142645.85078106, 571326.820938052 6142577.65078099, 571339.211914063 6142564.91666898, 571384.756042106 6142518.11116494, 571539.4290386321 6142360.381612522, 571593.5994983 6142310.70175675, 571678.313738379 6142232.97993267, 571710.422314409 6142203.52178865, 571754.93668245 6142162.68178861, 571795.880522489 6142125.11734057, 571797.31082649 6142123.99167657, 571834.922378525 6142094.38946855, 571837.628490527 6142092.27734054, 571876.3453787309 6142071.023687599, 571957.609071864 6142233.551073866, 572109.0550454303 6142547.524433699, 572249.4196062966 6142739.602253833, 572389.784167163 6142916.904857033, 572105.352464902 6143115.45101621, 571977.689771094 6143200.49870566, 571890.483104428 6143259.13037232, 571776.183104428 6143333.21370566, 571629.074771094 6143432.48537232, 571581.873104428 6143464.23537232, 571537.634771095 6143493.65703899, 571361.394634084 6143611.41833396, 571281.523242009 6143665.53385401, 571275.746666004 6143669.44780601, 571196.69709793 6143723.00636606, 571083.471625825 6143799.72015813, 571083.224073825 6143799.88796613, 571082.523337824 6143796.59465413, 570951.6423008995 6143251.927600798, 570921.519427764 6143128.32134167, 570931.370687067 6143102.65621875))"
46;"A_DU_RM_CL_04       ";"A ";"POLYGON ((569507.097544357 6141229.00217174, 569505.615304356 6141227.55090774, 569508.251912358 6141224.80585174, 569578.639208424 6141151.52549967, 569650.949832491 6141076.2427796, 569721.362376556 6141002.93599553, 569792.919912623 6140928.43727546, 569865.569768691 6140852.80137139, 569899.297480722 6140817.68725936, 569934.403336755 6140781.13833132, 569938.297096759 6140777.08463532, 569949.874440769 6140788.46188333, 570001.665640817 6140839.35705138, 570081.370504892 6140917.68316345, 570097.635016907 6140909.18972344, 570127.992200935 6140893.33721143, 570237.557033037 6140917.80034745, 570330.301481124 6140938.50793147, 570350.932041143 6140947.07132348, 570442.085769228 6140984.90741951, 570468.242057252 6140995.76437952, 570578.235401355 6141084.1420116, 570616.38048939 6141116.06927563, 570721.847881488 6141204.34527572, 570791.281929553 6141235.05305174, 570823.984457583 6141249.51605976, 570976.192169725 6141265.36444377, 571034.70023378 6141254.03679576, 571169.175273905 6141228.00121174, 571223.203081955 6141229.88367574, 571224.335081956 6141229.92303574, 571188.506089923 6141275.69954778, 571281.1571784411 6141357.749444423, 571215.5098762953 6141416.359188566, 571147.0140307428 6141488.161730111, 571061.5123200874 6141573.191055624, 570989.7097785425 6141647.355522877, 570919.7967775647 6141717.268523854, 570839.9636886101 6141799.463538516, 570770.9954579158 6141871.266080061, 570697.303375804 6141945.430547314, 570622.6665234087 6142021.956940276, 570548.9744412969 6142095.649022387, 570469.6137374841 6142172.64780049, 570387.784073177 6142091.29833254, 570315.035785109 6142020.06914848, 570241.652297041 6141948.21807641, 570169.345736974 6141877.42137234, 570093.752328903 6141803.40662027, 570019.613064834 6141730.81561221, 569946.269128766 6141659.00303614, 569873.716488698 6141587.96550007, 569799.768840629 6141515.56182001, 569784.295752615 6141500.41186799, 569726.291912561 6141443.61922794, 569652.126152492 6141371.00229987, 569579.993352425 6141300.37577181, 569561.873576408 6141282.63426779, 569507.097544357 6141229.00217174))"
47;"A_DU_RM_CL_05       ";"A ";"POLYGON ((569215.742600086 6141527.79452402, 569286.843240152 6141454.15020395, 569357.636744218 6141380.82383588, 569505.615304356 6141227.55090774, 569561.873576408 6141282.63426779, 569579.993352425 6141300.37577181, 569652.126152492 6141371.00229987, 569726.291912561 6141443.61922794, 569784.295752615 6141500.41186799, 569799.768840629 6141515.56182001, 569873.716488698 6141587.96550007, 569946.269128766 6141659.00303614, 570019.613064834 6141730.81561221, 570093.752328903 6141803.40662027, 570169.345736974 6141877.42137234, 570241.652297041 6141948.21807641, 570315.035785109 6142020.06914848, 570387.784073177 6142091.29833254, 570469.6137374841 6142172.64780049, 570536.622601316 6142236.22348468, 570655.680905427 6142351.47775678, 570618.664713392 6142372.5389728, 570497.042249279 6142436.54364486, 569768.862184601 6142946.61922934, 569646.904328487 6143028.28940541, 569564.34842441 6143079.13708546, 569291.003336156 6142675.09196509, 569223.887796331 6142564.288673122, 569213.8967511388 6142445.5715478975, 569228.388744097 6142408.88758084, 569301.7638281041 6142329.589983933, 569401.4965424039 6142229.857269633, 569442.1283889705 6142170.756401899, 569436.503752291 6142032.16233249, 569422.277576278 6142019.03196447, 569393.964712252 6141992.89993245, 569394.063240252 6141991.87606045, 569399.177480256 6141938.6927644, 569402.145352259 6141907.83129237, 569343.245000204 6141822.76255629, 569357.170891604 6141679.480438866, 569215.742600086 6141527.79452402))"
48;"A_DU_RM_CL_02       ";"A ";"POLYGON ((567121.3482077906 6140047.800390508, 567183.0553694714 6139645.154484605, 567207.4360318361 6139487.864166922, 567225.6078047844 6139370.630110801, 569074.338317034 6139657.133451559, 569082.202855961 6139662.58914628, 569076.184007956 6139690.65212231, 568947.784455836 6139812.77468242, 568929.844039819 6139910.82540251, 568928.100455818 6139914.71375452, 568926.074311816 6139923.23452252, 568925.728871815 6139924.65788252, 568826.239431723 6139911.62271451, 568734.756775638 6140098.69257069, 568814.889287712 6140112.6270347, 568798.203783697 6140207.10754679, 568789.828871689 6140254.52956283, 568806.852615705 6140276.65794685, 568806.852615705 6140276.65794685, 568801.7305677 6140311.67977088, 568684.655751591 6140293.27586687, 568649.413767558 6140287.73586686, 568582.390439496 6140277.19999485, 568482.861639403 6140261.55426684, 568443.273031366 6140255.33100283, 568384.946087312 6140246.16207482, 568286.39123922 6140230.66946681, 568187.978503128 6140215.1991308, 568086.661639034 6140199.27237878, 567991.416710945 6140184.30005877, 567887.577478849 6140167.97673075, 567786.856678755 6140152.14364274, 567686.439494661 6140136.35826672, 567588.94407057 6140121.03215471, 567490.931142479 6140105.62473069, 567390.356646386 6140089.81468268, 567291.978182294 6140074.34972266, 567193.759110202 6140058.90997865, 567121.3482077906 6140047.800390508))"
201;"F_DU_RM_CL_01       ";"F ";"POLYGON ((581096.2908611748 6142168.870679785, 581022.0060060953 6142114.325856126, 580853.114413347 6142328.44949638, 580693.130285198 6142079.76495215, 580789.124653288 6141937.65653602, 580303.9268394287 6141557.642522793, 580199.6810060953 6141552.350856125, 579810.7435060954 6141400.480022794, 579775.2893394288 6141393.600856126, 579692.7393394287 6141401.538356125, 579611.7768394286 6141059.6966894595, 579521.3195076513 6141009.316848687, 579249.3462171254 6140688.364864646, 579311.1320491659 6140636.108375154, 579918.2005703687 6140653.859712838, 580191.6886612141 6140729.560798628, 580313.2844862104 6140767.884406948, 580403.061548928 6140787.33384695, 580488.7344355258 6140802.907685804, 580508.0806276556 6140805.909681135, 580704.401938785 6140838.68767538, 580798.619282873 6140879.32498741, 580904.0104562436 6140914.315068069, 581006.7454075537 6140945.002131447, 581103.475245581 6140959.70555911, 581436.8726727619 6141021.067522794, 581349.0310060952 6141313.696689461, 581262.247672762 6141625.905022793, 581111.711125479 6142173.128957128, 581096.2908611748 6142168.870679785))"
1247;"F_DU_RM_CL_12       ";"F ";"POLYGON ((583345.5949993345 6145014.737622777, 583361.1366627134 6145013.627503964, 583361.1366627134 6145013.627503964, 583361.1366627134 6145013.627503964, 583331.1634547685 6145015.84774159, 583317.8420290152 6144770.511483968, 583575.3895935785 6144759.41029584, 583592.0413757701 6145001.416197024, 583345.5949993345 6145014.737622777))"
1306;"G_DU_RM_CL_08       ";"A ";"POLYGON ((569603.2839145669 6148462.982286092, 569603.2839145669 6148462.982286092, 569433.3852896093 6148589.503098049, 569288.9888578324 6148756.361196992, 569224.8126659315 6148810.910960107, 569103.2087079796 6148801.447822258, 569091.0117517214 6148941.712819228, 569036.1254485594 6149002.697600518, 568279.9141605493 6149822.942908884, 567853.0206915115 6149438.7387867505, 568133.5506854507 6148578.853370545, 568270.7664433557 6148161.107618701, 568905.9071652775 6147789.155928982, 568996.282490436 6147961.344706388, 569423.9004763177 6147724.94188216, 569608.4564034835 6148065.038500517, 569603.2839145669 6148462.982286092))"
64;"E_DU_RM_CL_08       ";"E ";"POLYGON ((581181.693431814 6139100.22867833, 581109.634584028 6139094.86892932, 581336.310738265 6138983.624361, 581567.655411589 6138990.16904965, 581641.942611658 6138992.32245766, 581679.638227693 6138993.41516166, 581679.599507693 6138991.83324166, 581678.614259692 6138951.68069762, 581672.589490019 6138868.075141, 581672.222355687 6138800.49013748, 581667.713043682 6138683.17992937, 581661.506675677 6138521.71628122, 581656.770195672 6138398.4976251, 581658.699123674 6138388.12988109, 581680.621171694 6138270.29708098, 581702.608755715 6138152.11167287, 581705.628627718 6138135.87887286, 581713.379219725 6138134.06258486, 581771.035155779 6138120.55128884, 581797.287731803 6138114.39912884, 581827.881235832 6138106.75176883, 581894.675347894 6138090.05544882, 581950.105331945 6138062.93372079, 581950.280211946 6138062.84818479, 581961.987411956 6138057.11986479, 581980.006163973 6138046.40191277, 582037.164980026 6138012.40268074, 582051.35266004 6138003.96351274, 582092.840276078 6137982.83106472, 582127.25781211 6137965.2999287, 582132.238068115 6137963.5330807, 582159.39067614 6137953.89948069, 582171.655092152 6137949.54812068, 582176.948212157 6137951.00354469, 582220.236116197 6137962.9061687, 582228.942004205 6137965.2999287, 582283.903284256 6137990.38773672, 582294.821876266 6137995.37170473, 582348.887028317 6138022.97560875, 582362.133940329 6138029.73906476, 582363.26085233 6138029.92072876, 582402.681044367 6138036.27570477, 582434.398196396 6138041.38863277, 582500.278100458 6138035.66066477, 582509.124052466 6138035.01346476, 582547.648052502 6138032.19506476, 582558.997140512 6138031.36476076, 582564.676820518 6138033.79868076, 582619.148244568 6138057.14044078, 582661.115860607 6138088.61196081, 582670.706452616 6138095.80389682, 582687.260148632 6138103.94396083, 582697.908564642 6138109.18028083, 582752.546676693 6138136.04780086, 582758.068884698 6138138.76325686, 582963.730900889 6138203.33746492, 582968.118548893 6138204.48405692, 583024.421876946 6138219.19765694, 583056.303924976 6138227.52940094, 583086.570965004 6138235.43909695, 583089.761973007 6138236.27292095, 583106.642677022 6138230.47106495, 583114.90462903 6138227.63132094, 583181.420949092 6138204.76943292, 583337.681365238 6138179.0270009, 583330.975317231 6138188.85087291, 583314.710229216 6138212.67826493, 583127.382677042 6138487.10136919, 583123.584405038 6138492.66565719, 583102.188821018 6138662.47090535, 583094.0288018725 6138725.059202824, 583027.7070532185 6138710.783669481, 582983.0960115229 6138691.749625024, 582909.062356838 6138678.28047336, 582890.775668821 6138677.04367336, 582867.101204799 6138675.44245736, 582723.163956665 6138665.70754535, 582654.659828602 6138661.07436135, 582579.8470638915 6138655.017826728, 582568.4439458514 6138660.244255829, 582448.2360765119 6138724.386794805, 582282.336724255 6138810.88712949, 582169.66187615 6138867.03605754, 582078.752244065 6138912.33880958, 582070.240596057 6138916.58040959, 581902.354707901 6139000.24232966, 581864.763666612 6139018.64138786, 581867.145777283 6139130.00506171, 581866.0690184917 6139225.462625573, 581763.6628003842 6139218.519831126, 581765.3984989963 6139219.387680431, 581567.5288572294 6139184.673708193, 581312.11399103 6139127.02742337, 581241.841726247 6139111.54370401, 581222.189313214 6139107.97053801, 581181.693431814 6139100.22867833))"
65;"E_DU_RM_CL_05       ";"E ";"POLYGON ((579864.822290003 6138122.29103285, 579907.106706043 6138072.0579448, 579978.98472211 6137986.66808872, 579980.569202111 6137984.78578472, 580051.799506177 6137900.16527264, 580147.889906267 6137786.01148053, 580189.5893084484 6137717.885142616, 580247.7371637323 6137754.569024469, 580344.5201711848 6137826.375771925, 580443.2544489487 6137889.2066759495, 580589.5997223143 6137980.52612652, 580659.8454535299 6138006.282894629, 580687.1632378914 6138008.624419003, 580720.7250872499 6138007.8439108785, 580758.5797312938 6138007.8439108785, 580864.7288362416 6137984.818921205, 580934.5843133947 6137984.818921205, 580999.3664877379 6138009.79518119, 581116.8329604927 6138063.650241782, 581261.617217609 6138112.0417455025, 581350.9853978775 6138128.432416118, 581405.6209666007 6138134.286227052, 581499.2819415546 6138140.920546111, 581650.3102636678 6138127.6519079935, 581705.3360864533 6138117.895556437, 581705.628627718 6138135.87887286, 581702.608755715 6138152.11167287, 581680.621171694 6138270.29708098, 581658.699123674 6138388.12988109, 581656.770195672 6138398.4976251, 581661.506675677 6138521.71628122, 581667.713043682 6138683.17992937, 581672.222355687 6138800.49013748, 581672.589490019 6138868.075141, 581679.577491693 6138991.83292165, 581679.638227693 6138993.41516166, 581641.942611658 6138992.32245766, 581567.655411589 6138990.16904965, 581336.310738265 6138983.624361, 581109.634584028 6139094.86892932, 581081.04925598 6139093.08234632, 580919.976466986 6139084.94812174, 580901.344338969 6138978.45256964, 580884.892530953 6138884.41896955, 580882.233042951 6138869.21868154, 580881.45953895 6138864.79708154, 580878.152594947 6138858.26296953, 580855.829586926 6138814.15436149, 580755.6121672288 6138608.9126597475, 580753.227858831 6138599.62472929, 580754.195090832 6138586.73135328, 580757.064626834 6138548.47682524, 580727.507858807 6138533.31023323, 580520.667090614 6138427.17256913, 580515.334482609 6138424.43612113, 580474.383762571 6138512.07336921, 580325.611282432 6138431.41516113, 580227.562226341 6138378.25708108, 580126.029138247 6138323.21010503, 580124.556178245 6138322.07708103, 580088.086802211 6138294.02504901, 580056.578738182 6138269.78914498, 580039.346130166 6138256.53397697, 579864.822290003 6138122.29103285))"
